GVKEY,CNAME,AT,SALE,MKTCAP,TOBINSQ,ROA,RNDRATIO,CASHRATIO,LEVERAGE,DIVPAY,EMP,SIC,STATE
26874,EDITAS MEDICINE INC,12.188,0,,,-1.12282573,0.416229078,0.871595011,0.033721693,0,0,2836,MA
26892,REATA PHARMACEUTICALS INC,125.604,51.954,,,0.005485494,0.273120283,0.69868794,0,0,0,2836,TX
26895,CORVUS PHARMACEUTICALS INC,12.529,0,,,-0.012850188,0.003032964,0.999042222,0,0,0,2836,CA
26900,CHAMPION INDUSTRIES INC,24.008,63.522,3.39,1.007705765,-0.04715095,0,0.034071976,0.561479507,0,0.33,2750,WV
26908,SENSUS HEALTHCARE INC,6.943,5.81,,,-0.532766815,0.227135244,0.65375198,0.054011234,0.006481348,0,3845,FL
27014,ATKORE INTL GROUP INC,1185.419,1702.838,,,-0.062381318,0,0.028141948,0.584491222,0.024510321,0,3640,IL
27045,MGM GROWTH PROPERTIES LLC,7867.812,0,,,-0.031297392,0,0,0,0,0,6798,NV
27054,LIBERTY EXPEDIA HOLDINGS INC,705.786,454.733,,,0.064039241,0,0.002310899,0.073520869,0,0,4700,CO
27119,INGEVITY CORP,718,1041,,,0.179665738,0.011142061,0.027855153,0.123955432,0,0,2860,SC
27155,INTELLIA THERAPEUTICS INC,10.694,,,,0,0,0.920609688,0,0,0,2836,MA
27198,PHASERX INC,2.659,1.2,,,-2.575780369,1.827754795,0.763820985,4.716058669,0,0,2836,WA
27199,VAALCO ENERGY INC,248.849,127.691,263.57256,1.333975865,-0.311634766,0,0.283846831,0.060277518,0,0.113,1311,TX
27252,PULSE BIOSCIENCES INC,17.896,,,,0,0,0.391651766,0,0,0,3845,CA
27274,NANTHEALTH INC,310.875,33.921,,,-0.271572175,0.054616807,0.725597105,0.110983514,0,0,7373,CA
27318,ZEDGE INC,6.961,6.529,,,-0.020973998,0,0.109898003,0,0,0.032,7372,NY
27326,VERTIV CO -SPN,5427.8,4876.6,,,-0.043387745,0.028906739,0.029791076,0,0,0,3600,OH
27338,APTEVO THERAPEUTICS INC,119.971,45.631,,,-0.426061298,0.388335514,0.029948904,0,0,0,2836,WA
27354,SELECTA BIOSCIENCES INC,22.228,3.04,,,-0.579449343,0.471747346,0.802411373,0.333003419,0,0,2836,MA
27364,TWILIO INC,54.974,88.846,,,-0.486739186,0.396987667,0.593498745,0,0,0.386,7370,CA
27373,VALVOLINE INC,1082.5,2041.3,,,0.160184758,0.010531178,0,0.004064665,0,0,2990,KY
27386,JELD-WEN HOLDING INC,2184.059,3507.206,,,-0.036043898,0,0.048628723,0.369142042,0,0,2430,NC
27387,IMPINJ INC,33.817,63.763,,,0.008782565,0.410710589,0.205192655,0.284058314,0,0,3674,WA
27392,SYROS PHARMACEUTICALS INC,61.494,0,,,-0.218411552,0.177627086,0.982095814,0,0,0,2836,MA
27393,HILTON GRAND VACATIONS,1621,1317,,,0.103022825,0,0.039481801,0.829117829,0.008636644,0,6532,FL
27394,PARK HOTELS & RESORTS,9714,2530,,,0.01811818,0,0.007617871,0.437101091,0.039221742,0,6798,VA
27463,INLAND REAL ESTATE INCOME TR,571.486,19.053,,,-0.007622234,0,0.185255632,0.325525035,0.021554334,0,6798,IL
27476,KADMON HOLDINGS INC,122.968,95.018,,,-0.52335567,0.236655065,0.170702947,1.341048078,0,0,2836,NY
27574,TPI COMPOSITES INC,277.96,320.747,,,-0.02391711,0.002878112,0.159602101,0.456828321,0,0,3510,AZ
27575,ACUSHNET HOLDINGS CORP,1762.703,1537.61,,,0.012229513,0.02509952,0.030502586,0.513609496,0,0,3949,MA
27604,HARBORONE BANCORP INC,2041.879,76.689,,,0.001258645,0,0.025948159,0.161420927,0,0,6020,MA
27638,ALCOA CORP,18680,13147,,,-0.013704497,0.005085653,0.014239829,0.018308351,0,0,3330,PA
27645,RANDOLPH BANCORP INC,359.44,16.281,,,-0.006028823,0,0.022028711,0.066990318,0,0,6036,MA
27652,KINSALE CAPITAL GROUP INC,437.604,63.676,,,0.029645524,0,0.064476102,0.062805642,0,0,6331,VA
27665,FIRST HAWAIIAN INC,18133.696,673.449,,,0.011948585,0,0.069564032,0.021297644,0.010617085,0,6020,HI
27669,AUDENTES THERAPEUTICS INC,63.009,0,,,-0.171705629,0.147280547,0.960180292,0,0,0,2836,CA
27670,PROTAGONIST THERAPEUTICS INC,10.328,0,,,-1.07203718,0.722211464,0.903756778,0,0,0,2836,CA
27672,WCF BANCORP INC,111.235,4.078,,,0.004036499,0,0.082114442,0.008989976,0,0,6035,IA
27677,EXTRACTION OIL & GAS INC,1201.069,92.84,,,0.041498032,0,0.065795554,0.42370838,0,0,1311,CO
27703,AIRGAIN INC,8.733,25.51,,,0.410855376,0.379136608,0.411198901,0.070995076,0,0,3663,CA
27706,INTERNATIONAL SEAWAYS INC,2035.183,517.018,,,-0.058520045,0,0.087579348,0.295480062,0,0,4412,NY
27734,MICROPHASE CORP -REDH,2.77,7.199,,,0.540072202,0.259205776,0.160649819,1.006498195,0,0,3670,CT
27760,NAUTILUS INC,175.654,274.447,475.63494,3.075118927,0.116040625,0.041166156,0.410978401,0,0,0.34,3949,WA
27765,CAPSTONE THERAPEUTICS CORP,3.385,0,9.444435,2.87339291,-1.231019202,0.907237814,0.63929099,0,0,0.002,2836,AZ
27776,ROCKY BRANDS INC,213.228,286.242,101.321,0.765720262,0.046171235,0,0.021652879,0.170099612,0.014153863,2.714,3140,OH
27780,SITE CENTERS CORP,9541.895,1012.591,6605.08344,1.333773893,0.002779637,0,0.003386329,0.548602453,0.025893179,0.589,6798,OH
27786,CHESAPEAKE ENERGY CORP,40751,20951,12981.3681,0.87620839,0.04704179,0,0.101739835,0.283796717,0.009938406,5.5,1311,OK
27790,SAGA COMMUNICATIONS  -CL A,192.044,133.998,252.184,1.589203516,0.077607215,0,0.093244257,0.187863198,0.054253192,1.086,4832,MI
27794,CREE INC,3344.369,1647.641,5999.6943,1.89624539,0.037134359,0.054235044,0.347589037,0,0,7.13,3674,NC
27801,C2 AVIATION CAPITAL INC -SPN,11568.307,1168.813,,,0.031278994,0,0.083375121,0.31691984,0,0,7359,NY
27802,LSC COMMUNICATIONS INC,1869.1,3853.4,,,0.031030977,0,0.066770103,0.000428013,0,21.613,2750,IL
27803,DONNELLEY FINANCIAL SOLTNS,994.2,1080.1,,,0.057734862,0,0.028766848,0.077348622,0,3.433,7370,IL
27823,CRYOLIFE INC,176.157,144.641,318.69024,1.96507797,0.041565195,0.049382085,0.194479924,0,0.018704905,0.535,3842,GA
27828,UNIVERSAL ELECTRONICS INC,463.07,562.329,1034.04203,2.533169996,0.070257197,0.036657525,0.242989181,0,0,1.988,3651,CA
27856,PEN INC,4.425,9.95,24.6795205,6.301812542,-0.53559322,0.137175141,0.105084746,0.177627119,0,0.037,2842,FL
27871,FB FINANCIAL CORP,2428.189,143.691,,,0.013368811,0,0.020572534,0.105981865,0.006836371,0,6020,TN
27874,EVERBRIDGE INC,40.066,42.421,,,-0.015549344,0.183821694,0.110118305,0.171292368,0,0.303,7370,MA
27875,EQUITY LIFESTYLE PROPERTIES,3446.339,781.387,4324.014,2.029546136,0.037142312,0,0.021389074,0.641911895,0.034277243,3.9,6798,IL
27885,TRADE DESK INC,102.238,44.548,,,4.89055E-05,0,0.169359729,0.161984781,0,0,7370,CA
27886,UNITED BANCORP INC/OH,401.812,20.075,42.2550436,1.004641583,0.006597613,0,0.097468468,0.089447304,0.004412511,0.148,6020,OH
27906,RELIV INTERNATIONAL INC,26.848,57.345,14.99823,0.925552369,0.027003874,0.023018474,0.185861144,0.158112336,0,0.195,2834,MO
27907,E.L.F. BEAUTY INC,354.178,144.944,,,-0.023132436,0,0.013179814,0.419066119,0,0,2844,CA
27909,APPTIO INC,108.462,106.615,,,-0.303073888,0.212968597,0.318470985,0.000931202,0,0,7370,WA
27913,SUPERCONDUCTOR TECHNOLOGIES,10.799,0.632,39.51128,4.288200759,-0.764052227,0.554866191,0.114640244,0,0,0.045,3670,TX
27914,HUMANA INC,23466,48500,21487.62252,1.504628932,0.04887923,0,0.406247337,0.16300179,0.007372369,57,6324,KY
27920,VICAL INC,57.979,15.217,94.8507,1.740418082,-0.284447817,0.197778506,0.813259973,0,0,0.068,2836,CA
27925,AVID TECHNOLOGY INC,191.599,530.251,558.36774,5.693666146,0.076868877,0.471766554,0.130773125,0,0,1.413,3861,MA
27928,INTUIT INC,5201,4506,23357.3515,4.887396943,0.165545087,0.145741204,0.368006153,0.095943088,0.042299558,8,7372,CA
27932,HALLMARK FINANCIAL SERVICES,980.869,337.366,232.34562,0.97677225,0.013690921,0,0.196996745,0.057807923,0,0.393,6331,TX
27936,DESTINATION MATERNITY CORP,230.533,516.959,211.63608,1.373547735,0.045533611,0,0.054569194,0,0.046726499,4.3,5621,NJ
27938,SHOE CARNIVAL INC,465.016,940.162,471.18024,1.301026717,0.054894885,0,0.131986856,0,0.010560927,5.9,5661,IN
27939,TENAX THERAPEUTICS INC,82.908,0.049,96.1704,1.214447339,-0.169850919,0.080330004,0.206566314,0.001206156,0,0.012,2836,NC
27945,CAPSTAR FINANCIAL HLDGS INC,1128.395,45.706,,,0.004423983,0,0.065521382,0.030873054,0,0.157,6020,TN
27960,ALAMO GROUP INC,629.602,839.055,545.62816,1.328441079,0.065360339,0.013384646,0.062790461,0.302691224,0.005285879,3.07,3523,TX
27965,MICROCHIP TECHNOLOGY INC,4780.713,2147.036,9881.712,2.559571972,0.077187022,0.073115245,0.409744111,0.382130866,0.059923698,9.449,3674,AZ
27981,CHICOS FAS INC,1438.581,2675.211,2550.63888,2.082566001,0.044933862,0,0.180672482,0,0.03181816,23.8,5621,FL
27983,AETHLON MEDICAL INC,1.381,0.762,75.557404,55.26676611,-4.9217958,0.744388125,0.619840695,0.112961622,0,0.008,3841,CA
28004,REVLON CONSUMER PRODUCTS CP,2031.2,1941,,,0.022646711,0.015557306,0.135535644,0.920884206,0,5.6,2844,NY
28018,GYMBOREE CORP,1187.943,1228.74,,,-0.483276555,0,0.015589974,0.968438721,0.000128794,14.08,2300,CA
28022,BANCFIRST CORP/OK,6574.972,290.566,982.86195,1.056813618,0.009716695,0,0.291087932,0.004682301,0.003051572,1.688,6020,OK
28069,REALTY FINANCE TRUST INC,514.22,15.466,,,0.010530512,0,0.000882891,0.343117732,0.029220956,0,6798,NY
28070,ADVANSIX INC,823.048,1790.372,,,0.101887132,0.015798593,0,0,0,0,2820,NJ
28084,COUPA SOFTWARE INC,69.606,50.845,,,-0.392207568,0.170775508,0.603022728,0,0,0,7370,CA
28086,OBALON THERAPEUTICS INC,20.719,3.539,,,-0.47733964,0.278343549,0.928809305,0.235387808,0,0,3841,CA
28087,EVERSPIN TECHNOLOGIES INC,17.775,24.896,,,-0.572883263,0.712461322,0.541434599,0.169845288,0,0,3674,AZ
28091,POLAR POWER INC,2.918,5.201,,,0.197052776,0.037354352,0.189513365,0.334132968,0,0,3621,CA
28118,FOSSIL GROUP INC,2207.552,3509.691,5622.38054,3.064123762,0.170644678,0,0.125200222,0.285522153,0,15.2,3873,TX
28139,SANMINA CORP,3313.089,6215.106,1713.79502,1.139436043,0.059510928,0.009808067,0.140837448,0.164219856,0,43.101,3672,CA
28152,MIDSOUTH BANCORP INC,1936.74,104.909,196.65294,1.014978231,0.009867096,0,0.044854756,0.069984613,0.002404556,0.549,6020,LA
28155,TRICO BANCSHARES,3916.458,155.631,561.0605,1.036484114,0.006666227,0,0.155938861,0.016736551,0.001993383,1.009,6020,CA
28176,APTARGROUP INC,2437.19,2597.809,4139.46804,2.235250448,0.078638924,0.031265515,0.164025784,0.345015366,0.029161452,13,3089,IL
28180,O'REILLY AUTOMOTIVE INC,6540.301,7216.081,19570.76986,3.670700914,0.118982597,0,0.038310163,0.213543689,0,67.569,5531,MO
28181,VERTICAL COMPUTER SYS INC,1.431,7.435,11.99682,37.55263452,-1.036338225,0,0.082459818,3.446540881,0.410901468,0.026,7372,TX
28194,POLYONE CORP,2711.2,3835.5,3385.363,1.929574727,0.028769549,0.019696076,0.088005311,0.377618767,0.011470935,6.9,2821,OH
28195,JABIL INC,8479.746,15762.146,4188.98012,1.22235125,-0.000299537,0.00337404,0.117957425,0.198419269,0.007867688,142,3672,FL
28209,ANIKA THERAPEUTICS INC,193.996,105.595,605.07048,3.15490773,0.197524691,0.041980247,0.551073218,0,0,0.105,2836,MA
28216,REINSURANCE GROUP AMER INC,44679.611,10904.194,6025.89026,0.924722291,0.015310048,0,0.051584133,0.069315599,0.001952927,2.07,6311,MO
28266,OPTI INC,4.775,0,6.4053,2.14791623,0.193507853,0,0.998534031,0,0,0,9995,CA
28278,GERMAN AMERICAN BANCORP INC,2237.099,104.323,403.35232,1.078015466,0.01266998,0,0.019018381,0.092112151,0.003777213,0.484,6020,IN
28295,TITAN INTERNATIONAL INC,1495.724,1895.527,571.35187,1.027595245,-0.053794015,0.009363358,0.134684608,0.349486937,0.000717378,6.5,3523,IL
28320,CDW CORP,6099.9,12074.5,6056.274,1.761450843,0.040148199,0,0.056476336,0.522959393,0.005508287,7.211,5045,IL
28322,HEALTHCARE REALTY TRUST INC,2757.51,371.592,2699.98096,1.536326962,0.012208841,0,0.001276151,0.509043304,0.042201479,0.239,6798,TN
28323,ACADIA REALTY TRUST,2732.6,203.735,2181.53127,1.412058212,0.025933177,0,0.098273439,0.413701603,0.028249286,0.114,6798,NY
28340,TANGER FACTORY OUTLET CTRS,2097.66,427.919,3530.0496,2.446006789,0.035282648,0,0.008044678,0.688001869,0.043118523,0.625,6798,NC
28347,FLOTEK INDUSTRIES INC,423.276,449.157,999.39534,2.576773406,0.126638411,0.011755923,0.002990956,0.10404795,0,0.561,2891,TX
28349,ALLSTATE CORP,108533,34826,29364.5,1.075096975,0.026259294,0,0.062561617,0.047957764,0.005417707,40.2,6331,IL
28365,SENESTECH INC,1.529,0.199,,,-4.708960105,2.090255069,0.536952256,2.06736429,0,0,2870,AZ
28367,IRHYTHM TECHNOLOGIES INC,18.509,21.749,,,-0.855367659,0.307850235,0.465611324,0.337943703,0,0,3845,CA
28374,INTERLINK ELECTRONICS,5.782,10.278,48.345,8.520062262,0.263057765,0.140262885,0.412659979,0,0,0,3679,CA
28378,LIONS GATE ENTERTAINMENT CP,3292.089,2399.64,4936.47936,2.243645709,0.055217523,0,0.031956912,0.399463684,0.011078984,0.719,7812,CA
28380,ORTHOFIX MEDICAL INC,393.185,402.277,559.44666,1.660225237,-0.009522235,0.06356804,0.18118443,0,0,0.922,3841,TX
28397,PAPA JOHNS INTERNATIONAL INC,512.803,1598.149,2219.8356,5.117399079,0.142969132,0,0.03923924,0.449394797,0.042131189,21.7,5812,KY
28408,GENTHERM INC,557.892,811.3,1307.22414,2.796407082,0.125685617,0.103113147,0.153613961,0.162710704,0,8.607,3714,MI
28410,BARRETT BUSINESS SVCS INC,448.528,636.184,195.2524,1.330938983,-0.06038419,0,0.10094576,0.100446349,0.012133022,93.04,7363,WA
28420,BLACKLINE INC,285.55,51.677,,,-0.058665733,0.033987043,0.090026265,0.089907197,0,0,7370,CA
28424,QUANTENNA COMMUNICATIONS INC,43.533,66.86,,,-0.312360738,0.718604277,0.422185468,0.130613558,0,0,3674,CA
28462,LIBBEY INC,828.93,855.892,685.67496,1.726633081,0.005987237,0.007479522,0.072435549,0.535536173,0,6.553,3220,OH
28470,RA PHARMACEUTICALS INC,7.315,4.83,,,-0.74859877,1.369241285,0.55215311,0,0,0,2836,MA
28477,FLIR SYSTEMS INC,2354.023,1530.654,4509.79749,2.226037082,0.085071811,0.060641294,0.225730165,0.1584462,0.024006987,2.741,3812,OR
28490,WAYNE SAVINGS BANCSHARES INC,417.713,16.483,37.051,0.992935341,0.006298583,0,0.025814375,0.056110296,0.002324563,0.11,6036,OH
28518,SHILOH INDUSTRIES INC,629.525,878.744,293.32656,1.2320298,0.035652278,0,0.020744212,0.428926572,0,3.2,3460,OH
28556,SIMON WORLDWIDE INC,1.344,0,0.968526,0.844885417,-5.201636905,0,0.802083333,0,0,0,9995,CA
28590,BRINKS CO,2192.2,3562.3,1186.326,1.338256546,-0.024997719,0,0.080375878,0.212936776,0.008849558,64.1,7381,VA
28620,FIRST DEFIANCE FINANCIAL CP,2178.952,107.889,314.5441,1.016333586,0.011148479,0,0.051830421,0.051578006,0.002724704,0.555,6035,OH
28629,CAMDEN PROPERTY TRUST,6056.907,861.675,7207.07936,1.725036287,0.048224118,0,0.026385744,0.452960397,0.038827408,1.78,6798,TX
28675,TANDY LEATHER FACTORY INC,62.874,83.431,92.16277,1.661350797,0.12257849,0,0.169179629,0.08975093,0.040557305,0.603,5990,TX
28704,MONARCH CASINO & RESORT INC,252.301,187.767,278.92767,1.404186547,0.056222528,0,0.085544647,0.183510965,0,2.1,7990,NV
28712,ATRM HOLDINGS INC,19.105,33.058,3.45126,1.388707668,-0.481130594,0,0.104475268,0.789740906,0,0.21,1520,MN
28717,INNODATA INC,54.861,59.076,73.98404,1.617597929,-0.01775396,0.010936731,0.441406464,0.011957493,0,5.09,7374,NJ
28719,CONDUENT INC,10954,6938,,,0.003103889,0.004199379,0.016523644,0.232882965,0,0,7374,NJ
28733,EQUITY RESIDENTIAL,22950.614,2608.458,26067.5032,1.686214635,0.027440922,0,0.003841509,0.472530321,0.031717104,3.5,6798,IL
28742,BORGWARNER INC,7228,8305.1,12442.3285,2.214627629,0.090730493,0.046513558,0.110376314,0.185390149,0.016062535,22,3714,MI
28749,FULL HOUSE RESORTS INC,140.944,121.421,26.4278,0.778861108,-0.147895618,0.006357135,0.110958962,0.479275457,0,1.274,7990,NV
28762,SPARTANNASH CO,1932.282,7916.062,980.87736,1.073691294,0.030595948,0,0.003334399,0.295126695,0.009361988,16.1,5141,MI
28769,SAUL CENTERS INC,1266.987,205.492,1197.95893,1.856696186,0.037050893,0,0.009572316,0.676714126,0.036840946,0.094,6798,MD
28785,WINMARK CORP,54.728,61.179,434.51308,8.52008259,0.366667885,0,0.04672197,0.338035375,0.492069873,0.108,6794,MN
28787,PERFORMANCE FOOD GROUP CO,3239.8,13685.7,,,0.004784246,0,0.001635903,0.48669671,0,0,5140,VA
28790,LAMB WESTON HOLDINGS INC,2077.2,2925,,,0.12916426,0.003466205,0.014731369,0.062199114,0,6.3,2030,ID
28791,ROYALE ENERGY INC,13.579,3.221,31.53606,3.416456293,-0.158480006,0,0.225568893,0.108697253,0,0.02,1311,CA
28795,MATEON THERAPEUTICS INC,30.423,0,33.33505,1.142361043,-0.415705223,0.243499984,0.987115012,0,0,0.014,2836,CA
28806,ARROWHEAD PHARMACEUTICALS,182.817,0.175,807.28389,4.50483757,-0.320703217,0.169382497,0.843269499,0.00559029,0,0.081,2836,CA
28819,FUEL TECH INC,91.471,79.017,87.5538,1.166750118,-0.193777263,0.015950411,0.204141203,0.017765193,0,0.198,3569,IL
28833,CORTLAND BANCORP,568.932,24.792,71.316,1.027180753,0.006800461,0,0.018576913,0.087732805,0.001434266,0.16,6020,OH
28836,SANTA FE FINANCIAL CORP,88.319,51.596,23.598,1.745773843,-0.057733896,0,0.262423714,1.368403175,0,0.002,7011,CA
28866,META FINANCIAL GROUP INC,2054.031,100.398,217.5542,1.020813805,0.007649836,0,0.014523637,0.242314259,0.001550123,0.453,6035,SD
28877,KEURIG DR PEPPER INC,4797.307,4707.68,21122.44134,4.639713769,0.124344346,0.015946447,0.179599096,0.058049235,0.033130671,6.6,2086,MA
28924,BARNES & NOBLE INC,3229.505,6069.497,1385.7006,0.998704322,0.011331768,0,0.0230252,0,0.007154657,33.645,5940,NY
28930,MARRIOTT INTL INC,6865,13796,21840.597,4.49957713,0.109686817,0,0.015149308,0.550764749,0.032483613,123.5,7011,MD
28940,BELDEN INC,3262.827,2308.265,3346.58784,1.77828271,0.02281212,0.034912669,0.227153324,0.541837492,0.002686934,8.1,3670,MO
28967,QCR HOLDINGS INC,2524.958,106.963,142.04058,0.999192692,0.005922079,0,0.047664159,0.262403573,0.000678427,0.409,6020,IL
28989,N-VIRO INTERNATIONAL CORP,2.043,1.331,21.23235,11.66585903,-0.861478218,0,0.072442487,0.575134606,0,0.012,4953,OH
29004,VAREX IMAGING CORP,433.1,685.2,,,0.254213807,0.092357423,0.001154468,0,0,0,3844,UT
29011,BOYD GAMING CORP,4478.924,2701.319,1396.56006,1.182244678,-0.011842353,0,0.036582,0.772817534,0,18.29,7990,NV
29015,DECKERS OUTDOOR CORP,1169.933,1817.057,2425.98804,2.272701975,0.138281423,0.017840338,0.192440935,0.032939493,0,3.4,3100,CA
29028,COSTCO WHOLESALE CORP,33024,112640,52994.65764,2.219193848,0.062318314,0,0.221505572,0.160065407,0.017684109,195,5399,WA
29040,STANDARD DIVERSIFIED INC,24.84,0,24.1822,0.993083736,-0.049919485,0,0.999114332,0,0,0.002,5190,NY
29052,LEXINGTON REALTY TRUST,3777.894,424.998,2561.39244,1.310325658,0.01176105,0,0.055177832,0.55461482,0.044642862,0.048,6798,NY
29061,RIVERVIEW BANCORP INC,858.75,37.501,100.872,0.996589229,0.005229694,0,0.098547889,0.029062009,0,0.231,6035,WA
29082,CBL & ASSOCIATES PPTYS INC,6616.299,1081.1,3306.4492,1.381806687,0.033115795,0,0.011806147,0.710436454,0.032518784,0.819,6798,TN
29086,PALATIN TECHNOLOGIES INC,12.559,0,39.02283,3.365142925,-1.109005494,0.862090931,0.970220559,0,0,0.017,2836,NJ
29089,QUOTEMEDIA INC,2.617,9.076,3.4187832,5.206642415,-0.529231945,0.408482996,0.16163546,1.241497898,0,0.055,7370,AZ
29099,REGENCY CENTERS CORP,4197.17,570.378,5975.10174,2.046779077,0.04464675,0,0.035720021,0.481599983,0.046423185,0.37,6798,FL
29101,FIRST FINL BANKSHARES INC,5848.202,265.163,1899.1728,1.208206864,0.015313938,0,0.046248915,0.06277314,0.006024587,1.14,6020,TX
29108,PATTERSON-UTI ENERGY INC,5394.011,3182.291,2429.50596,0.738234861,0.030156409,0,0.007974029,0.182702631,0.010806059,7.9,1381,TX
29127,INCYTE CORP,830.069,511.495,12492.81747,16.12501307,-0.058405988,0.418667605,0.723750676,0.830193635,0,0.588,2836,DE
29129,EMPIRE RESORTS INC,39.867,65.226,306.56656,9.163833747,-0.599794316,0,0.204304312,0.437103369,0.00471568,0.29,7990,NY
29131,GIBRALTAR INDUSTRIES INC,814.16,862.087,502.64538,1.080628353,-0.100461826,0,0.135857817,0.262356294,0,2.416,3310,NY
29133,ITRON INC,1710.305,1970.697,1632.01339,1.544502524,-0.013401119,0.102613277,0.065702316,0.191925417,0,8,3824,WA
29138,WILDHORSE RES DVLPT,335.722,41.51,,,-0.043002842,0,0.036303847,0.330928566,0,0,1311,TX
29150,URBAN OUTFITTERS INC,1888.741,3323.077,4549.33458,2.705562372,0.123059753,0,0.137024611,0,0,24,5651,PA
29151,CENTURY CASINOS INC,187.467,120.048,123.12405,1.006812132,0.006571823,0,0.133346136,0.204030576,0,1.62,7990,CO
29155,CARS.COM INC,2577.708,495.954,,,0.008765539,0,7.25451E-05,0,0.232113568,0,7370,IL
29156,UNIVERSAL FOREST PRODS INC,1023.8,2660.329,1063.1488,1.338466302,0.056213128,0,0.000395585,0.09695839,0.011921274,6,2421,MI
29170,MACE SECURITY INTL INC,13.029,7.794,22.42608,1.931773736,-0.16163942,0,0.481003914,0.09524906,0,0,3669,OH
29173,NEWFIELD EXPLORATION CO,9598,2288,3724.36248,0.827814386,0.067722442,0,0.001458637,0.301312773,0,1.331,1311,TX
29206,FORWARD AIR CORP,541.805,780.959,1523.94435,2.910653002,0.112898552,0,0.07646478,0.002862654,0.027306872,3.902,4210,TN
29207,BEYONDSPRING INC,1.174,0,,,-2.566439523,1.597955707,0.333901193,6.666098807,0,0.012,2836,NY
29211,BOSTON PRIVATE FINL HOLDINGS,6797.874,347.64,1117.49814,1.067922139,0.009216852,0,0.025391615,0.074583465,0.004344299,0.875,6020,MA
29217,SCHNITZER STEEL INDS  -CL A,1355.21,2543.583,739.0461,0.95979671,0.003738904,0,0.01894319,0.235657204,0.014929052,3.371,5093,OR
29241,VIAVI SOLUTIONS INC,2351.9,1743.2,2873.088,1.712652749,-0.007568349,0.125855691,0.374718313,0.241932055,0,5.1,3576,CA
29282,NEW YORK CMNTY BANCORP INC,48559.217,1884.66,7081.392,1.026762726,0.009995981,0,0.011617774,0.292971919,0.00910649,3.416,6036,NY
29300,WVS FINANCIAL CORP,309.94,6.352,22.38016,0.969646254,0.002968316,0,0.006317352,0.436607085,0.001061496,0.044,6036,PA
29319,POSITRON CORP,1.869,1.466,7.2249255,5.69337908,-1.382557517,0.252006421,0.11128946,0.251471375,0,0.019,3845,IL
29332,PARKERVISION INC,20.719,0,88.4268117,4.369410285,-1.137554901,0.41015493,0.540759689,0.002558039,0,0.049,3663,FL
29336,UTD ARTISTS THEATRE CIRCUIT,151.3,180.6,,,0.066093853,0,0.635822868,0.003304693,0,1.329,7830,TN
29359,SUN COMMUNITIES INC,2937.692,472.875,2936.72358,1.69613274,0.009704557,0,0.032426476,0.623648429,0.041481884,1.525,6798,MI
29382,MADDEN STEVEN LTD,911.235,1348.674,2025.18375,2.460899494,0.122778427,0,0.123621239,0,0,3.256,3140,NY
29389,SIMON PROPERTY GROUP INC,29532.33,5097.592,56597.60268,2.745350695,0.047033471,0,0.020732601,0.706107273,0,5.25,6798,IN
29392,EASTMAN CHEMICAL CO,16072,9527,11272.56842,1.424126955,0.046602787,0.014123942,0.013315082,0.469698855,0.013563962,15,2821,TN
29433,SPEED COMMERCE INC,158.282,120.008,42.1625031,1.276572845,-0.27068776,0,0.040314123,0.643162204,0.022510456,1.609,7370,TX
29449,UFP TECHNOLOGIES INC,113.69,139.307,173.791365,1.661547761,0.066487818,0.010555018,0.299516228,0.025208901,0,0.658,3086,MA
29453,CHENIERE ENERGY INC,12573.683,267.954,16666.848,2.338591485,-0.043577685,0,0.177300478,0.779889552,0,0.642,1311,TX
29466,FIRST BANCSHARES INC/MO,192.476,7.284,13.1905,0.992983541,0.003091294,0,0.058511191,0.055716037,0,0,6020,MO
29513,KS BANCORP INC,318.451,14.644,14.41,0.976894404,0.003988055,0,0.017632226,0.141575941,0,0,6036,NC
29517,MEDIFAST INC,115.91,285.285,414.8793,3.837643862,0.181425244,0,0.454179967,0.00408938,0,0.579,2090,MD
29524,KEANE GROUP INC,418.855,395.834,,,-0.1088348,0,0.124642179,0.521552805,0.000804574,0,1389,TX
29555,UGI UTILITIES INC,2354.643,1086.889,,,0.052706928,0,0.006792112,0.309303788,0.032869102,1.47,4932,PA
29565,JAGGED PEAK ENERGY INC,257.084,16.28,,,0.005138398,0,0.130805495,0,0,0,1311,CO
29576,NI HOLDINGS INC,247.215,137.768,,,0.055716684,0,0.094274215,0,0,0,6331,ND
29598,ICC HOLDING INC,123.428,39.833,,,0.012841495,0,0.009252358,0.022571864,0,0,6331,IL
29608,GREAT LAKES AVIATION LTD,64.262,59.155,3.67975,0.513347702,-0.114702312,0,0.034265974,0.389032399,0,0.548,4512,WY
29609,HAIN CELESTIAL GROUP INC,2965.317,2153.611,4447.91502,1.903650106,0.047711594,0.003388845,0.041732806,0.292691473,0,4.4,2000,NY
29612,CELADON GROUP INC,690.815,759.311,502.2992,1.241774136,0.044412759,0,0.022448847,0.397054204,0.002659178,4.876,4213,IN
29621,STEEL CONNECT INC,451.646,723.4,194.33673,1.047645125,-0.036227488,0,0.456791381,0.173549638,0,2.9,7374,MA
29627,MAD CATZ INTERACTIVE INC,47.492,86.223,27.103083,1.237346985,0.099953676,0.063063253,0.108270867,0.188894972,0,0.227,3944,CA
29649,MID-AMERICA APT CMNTYS INC,6831.028,996.213,5621.01424,1.399718789,0.020663801,0,0.007843915,0.515956749,0.032570208,2.09,6798,TN
